train_loss,val_loss,val_accuracy,val_f1_score,val_f2_score,val_f3_score,val_negative_predictive_value,val_positive_predictive_value,val_roc_auc,val_sensitivity,val_specificity,epoch,step,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.18074966967105865,0.50621497631073,0.8575000166893005,0.8251533508300781,0.8065966963768005,0.800595223903656,0.8571428656578064,0.8580542206764221,0.9374063014984131,0.7946824431419373,0.9035753011703491,0,125,1760578305,checkpoint_000000,True,False,1,b715afe8,2025-10-16_04-31-47,189.86028504371643,189.86028504371643,4136882,alex-MS-7996,192.168.1.241,189.86028504371643,1
0.17510923743247986,0.5534335970878601,0.7599999904632568,0.7775202989578247,0.8929997086524963,0.9395127296447754,0.9891107082366943,0.6396568417549133,0.9598429203033447,0.9911373853683472,0.5904658436775208,1,250,1760578467,checkpoint_000001,True,False,2,b715afe8,2025-10-16_04-34-29,162.00902676582336,351.8693118095398,4136882,alex-MS-7996,192.168.1.241,351.8693118095398,2
0.13429582118988037,0.43840643763542175,0.875,0.8507462739944458,0.8454464673995972,0.8436945080757141,0.8858057856559753,0.8597285151481628,0.9451678991317749,0.8419497609138489,0.8992416262626648,2,375,1760578627,checkpoint_000002,True,False,3,b715afe8,2025-10-16_04-37-09,160.47527623176575,512.3445880413055,4136882,alex-MS-7996,192.168.1.241,512.3445880413055,3
0.05367456004023552,0.34731295704841614,0.8968750238418579,0.8830616474151611,0.9049971103668213,0.912553071975708,0.937644362449646,0.8487738370895386,0.9634036421775818,0.920236349105835,0.8797399997711182,3,500,1760578788,checkpoint_000003,True,False,4,b715afe8,2025-10-16_04-39-51,161.34564471244812,673.6902327537537,4136882,alex-MS-7996,192.168.1.241,673.6902327537537,4
0.1881125122308731,0.3682563900947571,0.8568750023841858,0.8484447598457336,0.9048560261726379,0.9253644943237305,0.9530026316642761,0.7685851454734802,0.9668283462524414,0.9468242526054382,0.7908992171287537,4,625,1760578949,checkpoint_000004,True,False,5,b715afe8,2025-10-16_04-42-31,160.49418687820435,834.184419631958,4136882,alex-MS-7996,192.168.1.241,834.184419631958,5
0.09018756449222565,0.4062482714653015,0.8556249737739563,0.8479262590408325,0.9070422649383545,0.9286229014396667,0.9564643502235413,0.764845609664917,0.9621537923812866,0.9512555599212646,0.7854821085929871,5,750,1760579109,checkpoint_000005,True,False,6,b715afe8,2025-10-16_04-45-12,160.15857434272766,994.3429939746857,4136882,alex-MS-7996,192.168.1.241,994.3429939746857,6
0.03220995515584946,0.41221028566360474,0.8912500143051147,0.8755365014076233,0.8923884630203247,0.8981508612632751,0.9260523319244385,0.8488211035728455,0.9576360583305359,0.9039881825447083,0.8819068074226379,6,875,1760579268,checkpoint_000006,True,False,7,b715afe8,2025-10-16_04-47-50,158.13763046264648,1152.4806244373322,4136882,alex-MS-7996,192.168.1.241,1152.4806244373322,7
0.34857815504074097,0.4439432621002197,0.8550000190734863,0.84935063123703,0.915709912776947,0.9401955008506775,0.9687923789024353,0.7578215599060059,0.9689456224441528,0.9660266041755676,0.7735644578933716,7,1000,1760579429,checkpoint_000007,True,False,8,b715afe8,2025-10-16_04-50-31,161.2974147796631,1313.7780392169952,4136882,alex-MS-7996,192.168.1.241,1313.7780392169952,8
0.5591787695884705,0.3566144108772278,0.8774999976158142,0.8686327338218689,0.9196707606315613,0.9380428194999695,0.9630573391914368,0.7950920462608337,0.9718261957168579,0.95716392993927,0.8190682530403137,8,1125,1760579588,checkpoint_000008,True,False,9,b715afe8,2025-10-16_04-53-10,158.83729434013367,1472.615333557129,4136882,alex-MS-7996,192.168.1.241,1472.615333557129,9
0.28387850522994995,0.5044547915458679,0.8381249904632568,0.8363866209983826,0.9158827066421509,0.9458494186401367,0.9783861637115479,0.7306843400001526,0.9695857167243958,0.9778434038162231,0.7356446385383606,9,1250,1760579750,checkpoint_000009,True,False,10,b715afe8,2025-10-16_04-55-52,162.23068737983704,1634.846020936966,4136882,alex-MS-7996,192.168.1.241,1634.846020936966,10
