,accuracy,f1_score,loss,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/learning_rate,config/batch_size,logdir
0,0.775,0.0,0.5575778504212697,1730541421,checkpoint_000009,True,True,10,2a47109b,2024-11-02_11-57-03,8.733245849609375,97.5940215587616,107105,alex-MS-7996,192.168.100.115,97.5940215587616,10,0.022790262068725795,8,2a47109b
1,0.525,0.09523809523809523,0.8798995633920034,1730541497,checkpoint_000007,True,True,8,f86a71d5,2024-11-02_11-58-19,8.742169618606567,70.57480645179749,107601,alex-MS-7996,192.168.100.115,70.57480645179749,8,0.007625552411110368,8,f86a71d5
2,0.6416666666666667,0.0,1.3471057852109274,1730541589,checkpoint_000009,True,True,10,04eeae25,2024-11-02_11-59-51,8.701385021209717,87.72425270080566,108014,alex-MS-7996,192.168.100.115,87.72425270080566,10,0.018870473786943568,8,04eeae25
3,0.7666666666666667,0.125,0.5727818831801414,1730541674,checkpoint_000009,True,True,10,b9660978,2024-11-02_12-01-16,7.795707941055298,79.3031394481659,108528,alex-MS-7996,192.168.100.115,79.3031394481659,10,1.0662809529746225e-05,16,b9660978
4,0.7666666666666667,0.2631578947368421,1.074702610572179,1730541749,checkpoint_000007,True,True,8,13267ae5,2024-11-02_12-02-31,8.63573932647705,70.36602759361267,109015,alex-MS-7996,192.168.100.115,70.36602759361267,8,0.00021024889627529417,8,13267ae5
5,0.5166666666666667,0.23684210526315788,0.6918614208698273,1730541774,checkpoint_000001,True,True,2,1117b085,2024-11-02_12-02-56,10.073790311813354,21.002488136291504,109432,alex-MS-7996,192.168.100.115,21.002488136291504,2,3.64932720454674e-06,4,1117b085
6,0.7666666666666667,0.46153846153846156,0.54283600350221,1730541881,checkpoint_000009,True,True,10,259b18ad,2024-11-02_12-04-43,10.104793310165405,101.66521620750427,109615,alex-MS-7996,192.168.100.115,101.66521620750427,10,1.5380289819967337e-05,4,259b18ad
7,0.7166666666666667,0.0,0.7760877758264542,1730541918,checkpoint_000003,True,True,4,13fcd07b,2024-11-02_12-05-20,7.632571220397949,31.357825994491577,110167,alex-MS-7996,192.168.100.115,31.357825994491577,4,0.00011552881536816054,32,13fcd07b
8,0.35833333333333334,0.5276073619631901,64.84375,1730541938,checkpoint_000001,True,True,2,27cc7f19,2024-11-02_12-05-40,7.597333192825317,16.100616216659546,110433,alex-MS-7996,192.168.100.115,16.100616216659546,2,0.0029203501314349666,32,27cc7f19
9,0.725,0.5822784810126582,0.6682799835999806,1730542025,checkpoint_000007,True,True,8,4085907c,2024-11-02_12-07-07,10.095672607421875,81.59517455101013,110614,alex-MS-7996,192.168.100.115,81.59517455101013,8,5.454395368954823e-05,4,4085907c
10,0.725,0.5074626865671642,0.600864184834063,1730542114,checkpoint_000007,True,True,8,378323de,2024-11-02_12-08-37,10.575664281845093,84.63277649879456,111039,alex-MS-7996,192.168.100.115,84.63277649879456,8,0.00012944978344551337,4,378323de
11,0.7,0.0,30.46875,1730542137,checkpoint_000001,True,True,2,7b84da32,2024-11-02_12-08-59,7.769177436828613,16.679057121276855,111467,alex-MS-7996,192.168.100.115,16.679057121276855,2,0.0036986567525308807,32,7b84da32
12,0.6916666666666667,0.0,2.22828721255064,1730542158,checkpoint_000001,True,True,2,ff8d96b0,2024-11-02_12-09-20,7.89627480506897,16.785353183746338,111648,alex-MS-7996,192.168.100.115,16.785353183746338,2,0.004629569151616173,16,ff8d96b0
13,0.7,0.05263157894736842,0.6661244556307793,1730542180,checkpoint_000001,True,True,2,d69a3091,2024-11-02_12-09-42,7.874241590499878,16.807643175125122,111827,alex-MS-7996,192.168.100.115,16.807643175125122,2,1.3924526583462386e-05,16,d69a3091
14,0.6666666666666666,0.4117647058823529,0.7324946768581867,1730542267,checkpoint_000007,True,True,8,2405623f,2024-11-02_12-11-09,9.511782169342041,81.97745132446289,112006,alex-MS-7996,192.168.100.115,81.97745132446289,8,0.00037785343057706124,4,2405623f
15,0.6833333333333333,0.09523809523809523,0.7357398847738902,1730542292,checkpoint_000001,True,True,2,9a7b0019,2024-11-02_12-11-34,9.48386812210083,19.860156059265137,112431,alex-MS-7996,192.168.100.115,19.860156059265137,2,0.0040298958141559,4,9a7b0019
16,0.6166666666666667,0.14814814814814814,6.0919548839330675,1730542317,checkpoint_000001,True,True,2,16eaec8d,2024-11-02_12-11-59,9.438060760498047,19.763776540756226,112614,alex-MS-7996,192.168.100.115,19.763776540756226,2,0.011349083051895878,4,16eaec8d
17,0.6916666666666667,0.0975609756097561,0.6824184060096741,1730542351,checkpoint_000003,True,True,4,7f436db1,2024-11-02_12-12-33,7.334745168685913,30.091262578964233,112794,alex-MS-7996,192.168.100.115,30.091262578964233,4,0.00011392833298532991,32,7f436db1
18,0.7666666666666667,0.0,23.177083492279053,1730542372,checkpoint_000001,True,True,2,0343c65e,2024-11-02_12-12-54,7.377292633056641,15.530249834060669,113053,alex-MS-7996,192.168.100.115,15.530249834060669,2,0.008711862426181728,32,0343c65e
19,0.6083333333333333,0.37333333333333335,0.6887359619140625,1730542393,checkpoint_000001,True,True,2,55896f85,2024-11-02_12-13-15,8.137426614761353,17.251932859420776,113233,alex-MS-7996,192.168.100.115,17.251932859420776,2,7.791224686406869e-06,8,55896f85
