,accuracy,f1_score,loss,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/learning_rate,config/batch_size,logdir
0,0.8916666666666667,0.8115942028985508,0.37686830560366313,1730537273,checkpoint_000009,True,True,10,c42dc5f9,2024-11-02_10-47-55,9.003828048706055,96.68849778175354,83210,alex-MS-7996,192.168.100.115,96.68849778175354,10,4.013498584403042e-05,8,c42dc5f9
1,0.49166666666666664,0.45045045045045046,17.164453636606535,1730537299,checkpoint_000001,True,True,2,2bde00d7,2024-11-02_10-48-21,10.134564638137817,21.189321279525757,83704,alex-MS-7996,192.168.100.115,21.189321279525757,2,0.007551636293566883,4,2bde00d7
2,0.7083333333333334,0.0,17.908694982528687,1730537320,checkpoint_000001,True,True,2,d1a94bd0,2024-11-02_10-48-42,7.6055989265441895,16.24882698059082,83886,alex-MS-7996,192.168.100.115,16.24882698059082,2,0.0009818201807603587,32,d1a94bd0
3,0.7333333333333333,0.0,26.041666984558105,1730537341,checkpoint_000001,True,True,2,90fb45a8,2024-11-02_10-49-03,7.687074422836304,16.211408138275146,84067,alex-MS-7996,192.168.100.115,16.211408138275146,2,0.02941763295146077,32,90fb45a8
4,0.725,0.10810810810810811,0.6291256248950958,1730537378,checkpoint_000003,True,True,4,e1155ba2,2024-11-02_10-49-40,7.744727373123169,32.263283014297485,84250,alex-MS-7996,192.168.100.115,32.263283014297485,4,1.3093093926589164e-05,32,e1155ba2
5,0.6833333333333333,0.0,0.6245714286963145,1730537424,checkpoint_000003,True,True,4,ccde1561,2024-11-02_10-50-26,10.065864086151123,41.05716419219971,84510,alex-MS-7996,192.168.100.115,41.05716419219971,4,0.005846502434242533,4,ccde1561
6,0.5333333333333333,0.5087719298245614,37.55743722816308,1730537450,checkpoint_000001,True,True,2,d270f909,2024-11-02_10-50-52,10.130738496780396,21.288766384124756,84772,alex-MS-7996,192.168.100.115,21.288766384124756,2,0.07027011098649082,4,d270f909
7,0.8166666666666667,0.6944444444444444,0.6054268235961596,1730537542,checkpoint_000009,True,True,10,80c77300,2024-11-02_10-52-24,8.69933819770813,87.52579665184021,84958,alex-MS-7996,192.168.100.115,87.52579665184021,10,0.00026586568640430905,8,80c77300
8,0.6916666666666667,0.0,30.729166984558105,1730537563,checkpoint_000001,True,True,2,cdd8d72a,2024-11-02_10-52-45,7.620964050292969,16.106445789337158,85448,alex-MS-7996,192.168.100.115,16.106445789337158,2,0.016687394561315308,32,cdd8d72a
9,0.7166666666666667,0.0,29.6875,1730537584,checkpoint_000001,True,True,2,b18257bf,2024-11-02_10-53-06,7.831547021865845,16.49359917640686,85628,alex-MS-7996,192.168.100.115,16.49359917640686,2,0.07192156004799692,16,b18257bf
10,0.7166666666666667,0.0,28.64583396911621,1730537605,checkpoint_000001,True,True,2,dd045ee2,2024-11-02_10-53-27,7.641426086425781,16.054494380950928,85807,alex-MS-7996,192.168.100.115,16.054494380950928,2,0.07433935812738818,32,dd045ee2
11,0.55,0.25,8.678584188222885,1730537642,checkpoint_000003,True,True,4,0b788f38,2024-11-02_10-54-04,7.930840492248535,32.6246235370636,85988,alex-MS-7996,192.168.100.115,32.6246235370636,4,0.0073727864465702505,16,0b788f38
12,0.5083333333333333,0.5354330708661418,36.298240362356104,1730537698,checkpoint_000003,True,True,4,671013d8,2024-11-02_10-55-00,12.494738101959229,51.0258047580719,86249,alex-MS-7996,192.168.100.115,51.0258047580719,4,0.04093652268872021,2,671013d8
13,0.425,0.4,0.6980269849300385,1730537735,checkpoint_000003,True,True,4,7363e8e1,2024-11-02_10-55-37,7.885900974273682,32.38310790061951,86514,alex-MS-7996,192.168.100.115,32.38310790061951,4,1.5588809855151845e-06,16,7363e8e1
14,0.2833333333333333,0.44155844155844154,71.66666666666667,1730537781,checkpoint_000003,True,True,4,4ad6131a,2024-11-02_10-56-23,10.098131895065308,41.13472819328308,86770,alex-MS-7996,192.168.100.115,41.13472819328308,4,0.06865488959416582,4,4ad6131a
15,0.75,0.0,0.5631527006626129,1730537856,checkpoint_000007,True,True,8,ff06e7c7,2024-11-02_10-57-38,8.75133991241455,70.43209600448608,87034,alex-MS-7996,192.168.100.115,70.43209600448608,8,0.014252180580801322,8,ff06e7c7
16,0.5166666666666667,0.14705882352941177,0.6899897307157516,1730537892,checkpoint_000003,True,True,4,b726871b,2024-11-02_10-58-14,7.644325256347656,31.35054898262024,87448,alex-MS-7996,192.168.100.115,31.35054898262024,4,1.3248352890576306e-06,32,b726871b
17,0.6916666666666667,0.0,6.8179467956225075,1730537932,checkpoint_000003,True,True,4,28289d6f,2024-11-02_10-58-54,8.696526765823364,35.56205940246582,87704,alex-MS-7996,192.168.100.115,35.56205940246582,4,0.009633441459620112,8,28289d6f
18,0.7333333333333333,0.0,0.5832401275634765,1730538011,checkpoint_000007,True,True,8,fd6848a0,2024-11-02_11-00-14,9.115470886230469,74.67844724655151,87962,alex-MS-7996,192.168.100.115,74.67844724655151,8,0.006666224817397645,8,fd6848a0
19,0.7833333333333333,0.48,0.46813006699085236,1730538081,checkpoint_000007,True,True,8,39500823,2024-11-02_11-01-23,7.699438571929932,63.91977858543396,88382,alex-MS-7996,192.168.100.115,63.91977858543396,8,5.2276806592205284e-05,32,39500823
