,loss,f1_score,specificity,sensitivity,accuracy,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/learning_rate,config/batch_size,logdir
0,0.16137521221923332,0.8857142857142857,0.9310344827586207,0.9393939393939394,0.9333333333333333,1732451580,checkpoint_000004,True,True,5,3fbbe683,2024-11-24_14-33-09,53.20482301712036,277.9816598892212,58130,alex-MS-7996,192.168.100.115,277.9816598892212,5,3.1063021088154535e-05,4,3fbbe683
1,0.46121724545955656,0.2962962962962963,0.9897959183673469,0.18181818181818182,0.8416666666666667,1732451696,checkpoint_000001,True,True,2,dd71fab3,2024-11-24_14-35-05,53.93624448776245,110.35151362419128,58655,alex-MS-7996,192.168.100.115,110.35151362419128,2,3.270264711269165e-06,4,dd71fab3
2,0.6244046986103058,0.0,1.0,0.0,0.6833333333333333,1732451801,checkpoint_000001,True,True,2,0fae6af5,2024-11-24_14-36-49,46.753270864486694,98.14612245559692,58864,alex-MS-7996,192.168.100.115,98.14612245559692,2,0.0004820665080905487,8,0fae6af5
3,0.2717775159205,0.8055555555555556,0.927710843373494,0.7837837837837838,0.8833333333333333,1732452028,checkpoint_000003,True,True,4,43d89625,2024-11-24_14-40-37,53.65359354019165,222.26691198349,59060,alex-MS-7996,192.168.100.115,222.26691198349,4,1.0793224349786031e-05,4,43d89625
4,0.48207201610008876,0.0,1.0,0.0,0.7666666666666667,1732452144,checkpoint_000001,True,True,2,610ef3b6,2024-11-24_14-42-32,52.70706510543823,109.8402795791626,59468,alex-MS-7996,192.168.100.115,109.8402795791626,2,0.00023078909908221684,4,610ef3b6
5,0.24923480761547884,0.8571428571428571,0.95,0.825,0.9083333333333333,1732452342,checkpoint_000003,True,True,4,cdb39521,2024-11-24_14-45-53,49.73668551445007,194.96745228767395,59679,alex-MS-7996,192.168.100.115,194.96745228767395,4,0.00026089723056563067,8,cdb39521
6,0.585722937186559,0.0,1.0,0.0,0.7333333333333333,1732452466,checkpoint_000001,True,True,2,82f4bc4c,2024-11-24_14-47-56,57.10693669319153,117.07178854942322,60127,alex-MS-7996,192.168.100.115,117.07178854942322,2,1.8193606000341036e-06,4,82f4bc4c
7,0.20076974796441693,0.8857142857142857,0.9529411764705882,0.8857142857142857,0.9333333333333333,1732452714,checkpoint_000004,True,True,5,5d963a88,2024-11-24_14-52-02,45.919326066970825,238.92729306221008,60402,alex-MS-7996,192.168.100.115,238.92729306221008,5,6.696529909111187e-05,8,5d963a88
8,0.5728307902812958,0.0,1.0,0.0,0.7666666666666667,1732452860,checkpoint_000001,True,True,2,5860f88c,2024-11-24_14-54-29,69.98448324203491,141.21282696723938,60781,alex-MS-7996,192.168.100.115,141.21282696723938,2,0.0007323146534739562,2,5860f88c
9,0.6043780157963435,0.0,1.0,0.0,0.7083333333333334,1732452975,checkpoint_000001,True,True,2,7c896a9b,2024-11-24_14-56-23,53.3017520904541,108.8092577457428,60994,alex-MS-7996,192.168.100.115,108.8092577457428,2,0.0004012397791983054,4,7c896a9b
