,accuracy,f1_score,loss,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/learning_rate,config/batch_size,logdir
0,0.625,0.0,4.770345941185951,1730535894,checkpoint_000009,True,True,10,cad08f87,2024-11-02_10-24-56,7.849794149398804,83.58241963386536,75468,alex-MS-7996,192.168.100.115,83.58241963386536,10,0.06095682008576397,16,cad08f87
1,0.725,0.0,0.5801982134580612,1730535979,checkpoint_000009,True,True,10,9c1741c9,2024-11-02_10-26-21,8.06397008895874,80.72103786468506,75986,alex-MS-7996,192.168.100.115,80.72103786468506,10,0.057879856232354976,16,9c1741c9
2,0.8416666666666667,0.7076923076923077,0.4331033018728097,1730536087,checkpoint_000009,True,True,10,17ae72e7,2024-11-02_10-28-09,10.079605340957642,102.13824319839478,76477,alex-MS-7996,192.168.100.115,102.13824319839478,10,0.0003226796034242045,4,17ae72e7
3,0.6666666666666666,0.3103448275862069,0.7675340473651886,1730536154,checkpoint_000007,True,True,8,24d0c0b3,2024-11-02_10-29-16,7.619030952453613,62.00814890861511,76983,alex-MS-7996,192.168.100.115,62.00814890861511,8,0.002114540001116681,32,24d0c0b3
4,0.6666666666666666,0.09090909090909091,0.6621783226728439,1730536236,checkpoint_000009,True,True,10,df99c717,2024-11-02_10-30-38,7.630794286727905,77.3546850681305,77399,alex-MS-7996,192.168.100.115,77.3546850681305,10,2.241569690879734e-06,32,df99c717
5,0.7833333333333333,0.4583333333333333,0.5337595621744792,1730536329,checkpoint_000009,True,True,10,c92f3b1c,2024-11-02_10-32-11,8.748088598251343,87.84376740455627,77893,alex-MS-7996,192.168.100.115,87.84376740455627,10,0.00013117477278107789,8,c92f3b1c
6,0.75,0.11764705882352941,1.1779579371213913,1730536365,checkpoint_000003,True,True,4,30f85ed6,2024-11-02_10-32-47,7.52339243888855,31.157182931900024,78386,alex-MS-7996,192.168.100.115,31.157182931900024,4,0.0012963751751238844,32,30f85ed6
7,0.8083333333333333,0.6461538461538462,0.561157044271628,1730536458,checkpoint_000009,True,True,10,80289819,2024-11-02_10-34-20,8.668912887573242,87.91040563583374,78642,alex-MS-7996,192.168.100.115,87.91040563583374,10,6.279704448324788e-05,8,80289819
8,0.7333333333333333,0.0,4.61384576906762,1730536489,checkpoint_000001,True,True,2,b9e7c79b,2024-11-02_10-34-50,12.528234720230103,25.967439651489258,79137,alex-MS-7996,192.168.100.115,25.967439651489258,2,0.004890885631764645,2,b9e7c79b
9,0.7,0.1,0.6692328155040741,1730536525,checkpoint_000003,True,True,4,204708ab,2024-11-02_10-35-27,7.793303728103638,31.600515604019165,79320,alex-MS-7996,192.168.100.115,31.600515604019165,4,1.2432394633546092e-05,32,204708ab
10,0.675,0.36065573770491804,0.6742311120033264,1730536571,checkpoint_000003,True,True,4,884089cf,2024-11-02_10-36-13,10.015945434570312,41.23679280281067,79578,alex-MS-7996,192.168.100.115,41.23679280281067,4,1.8929379422948461e-06,4,884089cf
11,0.7083333333333334,0.2857142857142857,0.6178384497761726,1730536638,checkpoint_000007,True,True,8,b92a96da,2024-11-02_10-37-20,7.645382881164551,62.0314998626709,79843,alex-MS-7996,192.168.100.115,62.0314998626709,8,5.971735696069028e-05,32,b92a96da
12,0.7833333333333333,0.6060606060606061,0.5735312849283218,1730536724,checkpoint_000009,True,True,10,44fd3cd1,2024-11-02_10-38-46,7.9880125522613525,81.26694583892822,80259,alex-MS-7996,192.168.100.115,81.26694583892822,10,6.775130392392961e-05,32,44fd3cd1
13,0.725,0.0,0.6439659520983696,1730536795,checkpoint_000007,True,True,8,f2f1e9d3,2024-11-02_10-39-57,8.076661348342896,66.64885878562927,80747,alex-MS-7996,192.168.100.115,66.64885878562927,8,2.95727961007995e-06,16,f2f1e9d3
14,0.725,0.05714285714285714,0.5896269927422205,1730536903,checkpoint_000009,True,True,10,37fdfe3f,2024-11-02_10-41-45,10.022057056427002,101.82461047172546,81166,alex-MS-7996,192.168.100.115,101.82461047172546,10,5.805645041648238e-06,4,37fdfe3f
15,0.44166666666666665,0.21176470588235294,0.6967777490615845,1730536926,checkpoint_000001,True,True,2,48bf8802,2024-11-02_10-42-08,8.69013786315918,18.44180679321289,81668,alex-MS-7996,192.168.100.115,18.44180679321289,2,1.006212188872796e-06,8,48bf8802
16,0.7083333333333334,0.0,17.507585167884827,1730536949,checkpoint_000001,True,True,2,d55e860c,2024-11-02_10-42-31,9.317631721496582,18.075005769729614,81848,alex-MS-7996,192.168.100.115,18.075005769729614,2,0.00829814041364196,16,d55e860c
17,0.8833333333333333,0.7586206896551724,0.45314309323827423,1730537062,checkpoint_000009,True,True,10,da8dcde1,2024-11-02_10-44-24,10.158198118209839,107.65068745613098,82028,alex-MS-7996,192.168.100.115,107.65068745613098,10,0.0001997908692661855,4,da8dcde1
18,0.8333333333333334,0.6428571428571429,0.4752076119184494,1730537144,checkpoint_000009,True,True,10,1e335064,2024-11-02_10-45-46,7.683881998062134,77.39604163169861,82540,alex-MS-7996,192.168.100.115,77.39604163169861,10,5.0989612922851635e-05,32,1e335064
19,0.675,0.0,0.7313328683376312,1730537165,checkpoint_000001,True,True,2,f86c7cbe,2024-11-02_10-46-08,8.27214503288269,17.02894926071167,83025,alex-MS-7996,192.168.100.115,17.02894926071167,2,0.0010554431149569343,16,f86c7cbe
