,loss,accuracy,f1_score,specificity,sensitivity,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/learning_rate,config/batch_size,logdir
0,0.25592380203306675,0.9333333333333333,0.0,1.0,0.0,1731316800,checkpoint_000009,True,True,10,62cb3f66,2024-11-11_11-20-02,7.570087432861328,76.78595185279846,35937,alex-MS-7996,192.168.100.115,76.78595185279846,10,0.00647599831708724,16,62cb3f66
1,0.3846920169889927,0.9333333333333333,0.0,0.9824561403508771,0.0,1731316867,checkpoint_000007,True,True,8,254e0069,2024-11-11_11-21-09,7.705780982971191,62.36398983001709,39031,alex-MS-7996,192.168.100.115,62.36398983001709,8,6.722510744997166e-06,16,254e0069
2,0.15664408914744854,0.9666666666666667,0.0,1.0,0.0,1731316951,checkpoint_000009,True,True,10,238ea57d,2024-11-11_11-22-33,7.855486631393433,78.61170506477356,41603,alex-MS-7996,192.168.100.115,78.61170506477356,10,1.8004242068991007e-05,16,238ea57d
3,0.6237034127116203,0.9166666666666666,0.0,0.9734513274336283,0.0,1731316974,checkpoint_000001,True,True,2,6664711c,2024-11-11_11-22-55,7.909999370574951,17.007694959640503,44786,alex-MS-7996,192.168.100.115,17.007694959640503,2,6.752750669018223e-06,16,6664711c
4,0.6247106363375982,0.875,0.0,0.9292035398230089,0.0,1731317006,checkpoint_000001,True,True,2,0008b1b5,2024-11-11_11-23-28,13.17676329612732,27.653319597244263,45669,alex-MS-7996,192.168.100.115,27.653319597244263,2,2.3090351745558054e-06,2,0008b1b5
5,0.6574174245198567,0.8083333333333333,0.0,0.8434782608695652,0.0,1731317039,checkpoint_000001,True,True,2,baf9fb41,2024-11-11_11-24-01,13.181227922439575,27.657942056655884,46908,alex-MS-7996,192.168.100.115,27.657942056655884,2,1.7059010968972804e-06,2,baf9fb41
6,0.6308514992396037,0.9166666666666666,0.0,0.9649122807017544,0.0,1731317067,checkpoint_000001,True,True,2,24a7a045,2024-11-11_11-24-28,10.313197374343872,21.89222502708435,48146,alex-MS-7996,192.168.100.115,21.89222502708435,2,1.983306827101246e-06,4,24a7a045
7,0.1783308172908922,0.9416666666666667,0.2222222222222222,0.9911504424778761,0.14285714285714285,1731317161,checkpoint_000009,True,True,10,32177781,2024-11-11_11-26-03,8.815592765808105,89.48018217086792,49190,alex-MS-7996,192.168.100.115,89.48018217086792,10,9.638310365672481e-05,8,32177781
8,0.0799846119916765,0.9833333333333333,0.75,1.0,0.6,1731317247,checkpoint_000009,True,True,10,91aa69ba,2024-11-11_11-27-29,7.912021160125732,80.50113654136658,52725,alex-MS-7996,192.168.100.115,80.50113654136658,10,0.0013898273331524808,16,91aa69ba
9,0.1442862544208765,0.9583333333333334,0.2857142857142857,1.0,0.16666666666666666,1731317330,checkpoint_000009,True,True,10,45ebe8db,2024-11-11_11-28-52,7.679774045944214,77.35337042808533,55964,alex-MS-7996,192.168.100.115,77.35337042808533,10,4.532753840984405e-05,32,45ebe8db
