,loss,accuracy,f1_score,specificity,sensitivity,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/learning_rate,config/batch_size,logdir
0,0.5758768935998281,0.75,0.0,1.0,0.0,1731306167,checkpoint_000009,True,True,10,4bed7f64,2024-11-11_08-22-49,9.725925207138062,99.2514123916626,13727,alex-MS-7996,192.168.100.115,99.2514123916626,10,0.01003045581535249,4,4bed7f64
1,0.3268594912563761,0.9,0.8181818181818182,0.8901098901098901,0.9310344827586207,1731306271,checkpoint_000009,True,True,10,a88e11a0,2024-11-11_08-24-33,9.724321126937866,98.92637586593628,15715,alex-MS-7996,192.168.100.115,98.92637586593628,10,0.00012720190640496879,4,a88e11a0
2,0.3359557637091105,0.8666666666666667,0.7714285714285715,0.8555555555555555,0.9,1731306376,checkpoint_000009,True,True,10,6ed2661e,2024-11-11_08-26-18,10.018682956695557,99.51001644134521,16188,alex-MS-7996,192.168.100.115,99.51001644134521,10,0.00011655797951176203,4,6ed2661e
3,0.6087501128514607,0.7083333333333334,0.14634146341463414,0.9761904761904762,0.08333333333333333,1731306402,checkpoint_000001,True,True,2,4ba49401,2024-11-11_08-26-44,9.800713539123535,20.722893238067627,16665,alex-MS-7996,192.168.100.115,20.722893238067627,2,1.6666182706917083e-05,4,4ba49401
4,0.5567933730781078,0.7583333333333333,0.40816326530612246,0.9878048780487805,0.2631578947368421,1731306423,checkpoint_000001,True,True,2,4773979c,2024-11-11_08-27-05,7.555438995361328,16.29807186126709,16841,alex-MS-7996,192.168.100.115,16.29807186126709,2,8.795343446693343e-05,16,4773979c
5,37.89731019635995,0.5166666666666667,0.46296296296296297,0.4457831325301205,0.6756756756756757,1731306449,checkpoint_000001,True,True,2,a7e75581,2024-11-11_08-27-31,9.714598178863525,20.677086114883423,17017,alex-MS-7996,192.168.100.115,20.677086114883423,2,0.022776608465811192,4,a7e75581
6,31.807779110929307,0.375,0.5161290322580645,0.06329113924050633,0.975609756097561,1731306480,checkpoint_000001,True,True,2,4da2f632,2024-11-11_08-28-02,12.376548767089844,25.981913566589355,17194,alex-MS-7996,192.168.100.115,25.981913566589355,2,0.011607299419551778,2,4da2f632
7,0.6762375315030416,0.625,0.3835616438356164,0.7439024390243902,0.3684210526315789,1731306506,checkpoint_000001,True,True,2,ffa93673,2024-11-11_08-28-28,9.789584398269653,20.73781156539917,17371,alex-MS-7996,192.168.100.115,20.73781156539917,2,3.664430327987539e-06,4,ffa93673
8,0.3326099216938019,0.8333333333333334,0.6,1.0,0.42857142857142855,1731306543,checkpoint_000003,True,True,4,33f9a3fd,2024-11-11_08-29-05,7.793684720993042,31.635263919830322,17547,alex-MS-7996,192.168.100.115,31.635263919830322,4,6.705838925870134e-05,16,33f9a3fd
9,7.711691740651926,0.725,0.0,1.0,0.0,1731306574,checkpoint_000001,True,True,2,47694f75,2024-11-11_08-29-36,12.409263610839844,26.065956115722656,17796,alex-MS-7996,192.168.100.115,26.065956115722656,2,0.03667449938351409,2,47694f75
10,25.83681583404541,0.475,0.18181818181818182,0.5494505494505495,0.2413793103448276,1731306596,checkpoint_000001,True,True,2,17b1b927,2024-11-11_08-29-58,7.530104875564575,16.356090545654297,17975,alex-MS-7996,192.168.100.115,16.356090545654297,2,0.007942037000736103,16,17b1b927
11,0.4901932080586751,0.8333333333333334,0.5238095238095238,0.9888888888888889,0.36666666666666664,1731306641,checkpoint_000003,True,True,4,a7276b62,2024-11-11_08-30-43,9.938807249069214,40.44513821601868,18156,alex-MS-7996,192.168.100.115,40.44513821601868,4,1.72926193730848e-05,4,a7276b62
12,9.44178026666244,0.475,0.03076923076923077,0.7272727272727273,0.023255813953488372,1731306671,checkpoint_000001,True,True,2,5b2aa387,2024-11-11_08-31-13,12.39643931388855,25.97837257385254,18408,alex-MS-7996,192.168.100.115,25.97837257385254,2,0.022257345467972207,2,5b2aa387
13,0.2806853865583738,0.9166666666666666,0.8809523809523809,0.948051948051948,0.8604651162790697,1731306762,checkpoint_000009,True,True,10,7ac56a71,2024-11-11_08-32-48,11.957860231399536,88.78861355781555,18585,alex-MS-7996,192.168.100.115,88.78861355781555,10,6.538690049770945e-05,8,7ac56a71
14,24.739583492279053,0.75,0.0,1.0,0.0,1731306787,checkpoint_000001,True,True,2,8a043f7b,2024-11-11_08-33-09,7.397281646728516,16.222269773483276,19061,alex-MS-7996,192.168.100.115,16.222269773483276,2,0.025124469910868207,32,8a043f7b
15,0.6354231963555018,0.6833333333333333,0.0,1.0,0.0,1731306818,checkpoint_000001,True,True,2,d3f60529,2024-11-11_08-33-41,13.029894590377808,26.673211574554443,19236,alex-MS-7996,192.168.100.115,26.673211574554443,2,0.003550554122459092,2,d3f60529
16,0.6884725371996562,0.65,0.0,1.0,0.0,1731306842,checkpoint_000001,True,True,2,4c299bae,2024-11-11_08-34-04,8.31898546218872,18.032660245895386,19423,alex-MS-7996,192.168.100.115,18.032660245895386,2,0.0022533288760864015,8,4c299bae
17,0.49534500390291214,0.8583333333333333,0.5405405405405406,0.9789473684210527,0.4,1731306878,checkpoint_000003,True,True,4,44b44375,2024-11-11_08-34-40,7.2835540771484375,30.609646558761597,19600,alex-MS-7996,192.168.100.115,30.609646558761597,4,0.0017182525261191278,32,44b44375
