train_loss,val_loss,val_accuracy,val_f1_score,val_f2_score,val_f3_score,val_negative_predictive_value,val_positive_predictive_value,val_roc_auc,val_sensitivity,val_specificity,epoch,step,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.64128178358078,0.7238729596138,0.6818749904632568,0.7173792123794556,0.842901885509491,0.8951087594032288,0.9348739385604858,0.5747330784797668,0.8487687706947327,0.9542097449302673,0.4821235239505768,0,125,1760316684,checkpoint_000000,True,False,1,dda81830,2025-10-13_03-51-27,84.87568736076355,84.87568736076355,1930563,alex-MS-7996,192.168.1.241,84.87568736076355,1
0.1536068320274353,0.49379876255989075,0.7837499976158142,0.7890244126319885,0.8812312483787537,0.9169501066207886,0.952904224395752,0.6718587875366211,0.9445878267288208,0.9556868672370911,0.6576381325721741,1,250,1760316761,checkpoint_000001,True,False,2,dda81830,2025-10-13_03-52-43,76.23951578140259,161.11520314216614,1930563,alex-MS-7996,192.168.1.241,161.11520314216614,2
0.17659109830856323,0.44775354862213135,0.8387500047683716,0.8256756663322449,0.870122492313385,0.8860208988189697,0.9171894788742065,0.760896623134613,0.9357083439826965,0.9025110602378845,0.7919826507568359,2,375,1760316837,checkpoint_000002,True,False,3,dda81830,2025-10-13_03-53-59,76.11438536643982,237.22958850860596,1930563,alex-MS-7996,192.168.1.241,237.22958850860596,3
0.20668253302574158,0.4255770444869995,0.887499988079071,0.861751139163971,0.8415841460227966,0.8350699543952942,0.8810256123542786,0.897599995136261,0.9571431279182434,0.8286558389663696,0.9306609034538269,3,500,1760316913,checkpoint_000003,True,False,4,dda81830,2025-10-13_03-55-15,75.66945886611938,312.89904737472534,1930563,alex-MS-7996,192.168.1.241,312.89904737472534,4
0.14115175604820251,0.4192647933959961,0.8518750071525574,0.844181478023529,0.9037162065505981,0.92547208070755,0.9537037014961243,0.7606635093688965,0.9530079364776611,0.9483013153076172,0.7811484336853027,4,625,1760316988,checkpoint_000004,True,False,5,dda81830,2025-10-13_03-56-30,75.2854232788086,388.18447065353394,1930563,alex-MS-7996,192.168.1.241,388.18447065353394,5
0.09704512357711792,0.5303066968917847,0.8568750023841858,0.8226181268692017,0.7992173433303833,0.7917101383209229,0.8519269824028015,0.8648208379745483,0.9372302293777466,0.7843427062034607,0.910075843334198,5,750,1760317065,checkpoint_000005,True,False,6,dda81830,2025-10-13_03-57-47,76.72569417953491,464.91016483306885,1930563,alex-MS-7996,192.168.1.241,464.91016483306885,6
0.07848073542118073,0.37950026988983154,0.8843749761581421,0.8670021295547485,0.88106369972229,0.8858528137207031,0.9164785742759705,0.8445377945899963,0.9561301469802856,0.890694260597229,0.8797399997711182,6,875,1760317140,checkpoint_000006,True,False,7,dda81830,2025-10-13_03-59-03,75.27036881446838,540.1805336475372,1930563,alex-MS-7996,192.168.1.241,540.1805336475372,7
0.40409722924232483,0.34676867723464966,0.8912500143051147,0.8799999952316284,0.9164033532142639,0.9292164444923401,0.952841579914093,0.8253557682037354,0.9647815227508545,0.942392885684967,0.8537378311157227,7,1000,1760317216,checkpoint_000007,True,False,8,dda81830,2025-10-13_04-00-18,75.83914351463318,616.0196771621704,1930563,alex-MS-7996,192.168.1.241,616.0196771621704,8
0.6633352637290955,0.42681464552879333,0.862500011920929,0.8493150472640991,0.8879976868629456,0.9016870260238647,0.930232584476471,0.7918263077735901,0.9483221173286438,0.9158050417900085,0.823401927947998,8,1125,1760317292,checkpoint_000008,True,False,9,dda81830,2025-10-13_04-01-35,76.59672427177429,692.6164014339447,1930563,alex-MS-7996,192.168.1.241,692.6164014339447,9
0.2933903634548187,0.4485231339931488,0.8374999761581421,0.833759605884552,0.9068149924278259,0.934097409248352,0.9649369120597839,0.7350620031356812,0.9593020081520081,0.9630723595619202,0.7453954219818115,9,1250,1760317368,checkpoint_000009,True,False,10,dda81830,2025-10-13_04-02-51,75.89593482017517,768.5123362541199,1930563,alex-MS-7996,192.168.1.241,768.5123362541199,10
