,epoch,training_accuracy,training_f1_score,training_loss,validation_accuracy,validation_f1_score,validation_loss,parameter
45,5,0.9571428571428572,0.9423076923076923,0.10519071254465315,0.8,0.7735849056603774,0.514794185757637,cdo
46,6,0.9678571428571429,0.957345971563981,0.08232258674171236,0.8083333333333333,0.7766990291262136,0.6348820552229881,cdo
47,7,0.9892857142857143,0.9859154929577465,0.043691557107700243,0.775,0.7326732673267327,0.6874584406614304,cdo
48,8,0.9964285714285714,0.995260663507109,0.023355465692778427,0.8166666666666667,0.8035714285714286,0.6874269098043442,cdo
49,9,0.9964285714285714,0.995260663507109,0.018853380396548245,0.8083333333333333,0.7889908256880734,0.7266519218683243,cdo
50,0,0.6321428571428571,0.5541125541125541,0.6677930023935106,0.7583333333333333,0.6419753086419753,0.47874294966459274,cgene
51,1,0.775,0.7296137339055794,0.4677245053980086,0.8083333333333333,0.7526881720430108,0.38943324983119965,cgene
52,2,0.825,0.7914893617021277,0.3512877474228541,0.825,0.7789473684210526,0.38162798434495926,cgene
53,3,0.85,0.8125,0.33201392326090073,0.8,0.76,0.40452977269887924,cgene
54,4,0.8964285714285715,0.8733624454148472,0.23859979377852547,0.7916666666666666,0.7619047619047619,0.40227124840021133,cgene
55,5,0.9428571428571428,0.9322033898305084,0.16536690046389899,0.875,0.8275862068965517,0.3171563558280468,cgene
56,6,0.975,0.970954356846473,0.09146712927354707,0.825,0.7123287671232876,0.4765820801258087,cgene
57,7,0.9821428571428571,0.9787234042553191,0.0564873195770714,0.825,0.7835051546391752,0.4251375198364258,cgene
58,8,0.9928571428571429,0.9915254237288136,0.02412151177931163,0.8583333333333333,0.8172043010752689,0.4423190876841545,cgene
59,9,1.0,1.0,0.010839745428206192,0.8583333333333333,0.8045977011494253,0.41937267780303955,cgene
60,0,0.6321428571428571,0.5253456221198156,0.5982834100723267,0.725,0.6796116504854369,0.4967612326145172,clo
61,1,0.8,0.7666666666666667,0.39229922162161934,0.8083333333333333,0.7228915662650602,0.4827484041452408,clo
62,2,0.8678571428571429,0.8310502283105022,0.2821137656768163,0.7166666666666667,0.6851851851851852,0.8025061190128326,clo
63,3,0.9107142857142857,0.8898678414096917,0.22262384659714168,0.7833333333333333,0.723404255319149,0.6131579950451851,clo
64,4,0.9142857142857143,0.8956521739130435,0.1865718447499805,0.7916666666666666,0.7191011235955056,0.6693114638328552,clo
65,5,0.9464285714285714,0.933920704845815,0.14370238118701512,0.7833333333333333,0.6578947368421053,0.7671001553535461,clo
66,6,0.9535714285714286,0.9432314410480349,0.14864277467131615,0.8,0.7446808510638298,0.8823936134576797,clo
67,7,0.9571428571428572,0.9491525423728814,0.12107461856471168,0.775,0.6896551724137931,0.8769962638616562,clo
68,8,0.9642857142857143,0.956140350877193,0.09044208294815487,0.7666666666666667,0.6888888888888889,0.9892028272151947,clo
69,9,0.9678571428571429,0.9623430962343096,0.06885191342896885,0.775,0.6493506493506493,0.8621118515729904,clo
70,0,0.6,0.44554455445544555,0.6377759774525961,0.6916666666666667,0.5066666666666667,0.5371257290244102,clong
71,1,0.7321428571428571,0.6636771300448431,0.47298602594269645,0.75,0.7115384615384616,0.45395541936159134,clong
72,2,0.8642857142857143,0.8118811881188119,0.3312413692474365,0.7583333333333333,0.7387387387387387,0.5339306220412254,clong
73,3,0.8892857142857142,0.8584474885844748,0.26225772831175065,0.7833333333333333,0.7547169811320755,0.4938552714884281,clong
74,4,0.95,0.9369369369369369,0.1710776388645172,0.8,0.7446808510638298,0.5560162961483002,clong
75,5,0.9821428571428571,0.9773755656108597,0.09222914609644148,0.825,0.7835051546391752,0.6388379298150539,clong
76,6,0.9857142857142858,0.9819819819819819,0.0498253856268194,0.8166666666666667,0.78,0.8144699782133102,clong
77,7,0.9821428571428571,0.9779735682819384,0.03808265407052305,0.8083333333333333,0.7676767676767676,0.9479605928063393,clong
78,8,0.9821428571428571,0.9777777777777777,0.0653572575085693,0.7833333333333333,0.7636363636363637,0.9899910539388657,clong
79,9,0.9821428571428571,0.9775784753363229,0.07033396843406889,0.8,0.7735849056603774,0.8913855776190758,clong
80,0,0.6571428571428571,0.4606741573033708,0.6215529640515646,0.6833333333333333,0.6779661016949152,0.5749324262142181,clu
81,1,0.7535714285714286,0.703862660944206,0.4898010757234361,0.7166666666666667,0.734375,0.5839073657989502,clu
82,2,0.8285714285714286,0.7798165137614679,0.38204224904378253,0.7166666666666667,0.7213114754098361,0.5755628049373627,clu
83,3,0.8392857142857143,0.7945205479452054,0.3605422079563141,0.725,0.717948717948718,0.5707103461027145,clu
84,4,0.8964285714285715,0.867579908675799,0.25776470866468215,0.75,0.6666666666666666,0.5386664420366287,clu
85,5,0.9357142857142857,0.9158878504672897,0.1700531476073795,0.7666666666666667,0.7358490566037735,0.5320175141096115,clu
86,6,0.9678571428571429,0.9585253456221198,0.1085788868367672,0.75,0.7368421052631579,0.7904445230960846,clu
87,7,0.9678571428571429,0.9592760180995475,0.08911187532875273,0.8,0.7333333333333333,0.7172437235713005,clu
88,8,0.9678571428571429,0.9577464788732394,0.08797758010526498,0.7833333333333333,0.7636363636363637,0.9002760946750641,clu
89,9,0.9892857142857143,0.9864253393665159,0.05141866538259718,0.7583333333333333,0.7339449541284404,0.7379914224147797,clu
90,0,0.6107142857142858,0.441025641025641,0.6679914395014445,0.6,0.4,0.6292177885770798,cmaxi
91,1,0.7,0.5172413793103449,0.5453388194243113,0.6333333333333333,0.6,0.6294724941253662,cmaxi
92,2,0.7285714285714285,0.6513761467889908,0.5307356549633874,0.6583333333333333,0.5176470588235295,0.6042855232954025,cmaxi
93,3,0.7928571428571428,0.6777777777777778,0.4421389367845323,0.6833333333333333,0.703125,0.5726020783185959,cmaxi
94,4,0.8535714285714285,0.8075117370892019,0.3293396068943871,0.7,0.6727272727272727,0.5944598391652107,cmaxi
95,5,0.8785714285714286,0.8333333333333334,0.266781038708157,0.6916666666666667,0.6407766990291263,0.7274275422096252,cmaxi
96,6,0.9357142857142857,0.9158878504672897,0.18479679773251215,0.6833333333333333,0.5581395348837209,0.8892107307910919,cmaxi
97,7,0.9464285714285714,0.9282296650717703,0.13044655240244335,0.7333333333333333,0.68,0.7378065139055252,cmaxi
98,8,0.9607142857142857,0.9483568075117371,0.08292588881320423,0.7166666666666667,0.6530612244897959,0.9552882611751556,cmaxi
99,9,0.9857142857142858,0.9814814814814815,0.04668034054338932,0.7333333333333333,0.6862745098039216,1.0996715277433395,cmaxi
100,0,0.6,0.4716981132075472,0.6486978862020705,0.6916666666666667,0.7086614173228346,0.5833512544631958,cmini
101,1,0.7142857142857143,0.6666666666666666,0.4898652301894294,0.8416666666666667,0.7816091954022989,0.3752712979912758,cmini
102,2,0.825,0.7632850241545893,0.38843676779005265,0.8166666666666667,0.7924528301886793,0.36677487194538116,cmini
103,3,0.8821428571428571,0.8493150684931506,0.2841619998216629,0.8333333333333334,0.8076923076923077,0.36718030273914337,cmini
104,4,0.9178571428571428,0.8977777777777778,0.19815952910317314,0.8,0.7735849056603774,0.4406276270747185,cmini
105,5,0.9535714285714286,0.9427312775330396,0.12878961861133575,0.825,0.7789473684210526,0.420419592410326,cmini
106,6,0.9892857142857143,0.986784140969163,0.06659491111834843,0.8333333333333334,0.8076923076923077,0.501729428768158,cmini
107,7,0.9892857142857143,0.9868995633187773,0.03265852377646499,0.8416666666666667,0.8080808080808081,0.5129313990473747,cmini
108,8,0.9928571428571429,0.991304347826087,0.02284025897582372,0.8416666666666667,0.8080808080808081,0.6781900599598885,cmini
109,9,0.9928571428571429,0.9912280701754386,0.03233464002712733,0.8416666666666667,0.8256880733944955,0.9829493165016174,cmini
110,0,0.5785714285714286,0.23376623376623376,0.6962625649240282,0.55,0.15625,0.6897007375955582,conv
111,1,0.6321428571428571,0.11965811965811966,0.6440274980333116,0.5666666666666667,0.13333333333333333,0.68129862844944,conv
112,2,0.6714285714285714,0.4523809523809524,0.6027778387069702,0.5583333333333333,0.07017543859649122,0.7197625786066055,conv
113,3,0.7535714285714286,0.6270270270270271,0.5322535302903917,0.5416666666666666,0.2028985507246377,0.7390872091054916,conv
114,4,0.725,0.6206896551724138,0.5499777230951521,0.5833333333333334,0.1935483870967742,0.8469528704881668,conv
115,5,0.7964285714285714,0.7323943661971831,0.4296964936786228,0.575,0.37037037037037035,0.8273827135562897,conv
116,6,0.7821428571428571,0.7136150234741784,0.4325097832414839,0.5916666666666667,0.2222222222222222,1.059376746416092,conv
117,7,0.8607142857142858,0.8,0.34915027022361755,0.5083333333333333,0.45871559633027525,0.832602858543396,conv
118,8,0.9285714285714286,0.9047619047619048,0.2285125090016259,0.5583333333333333,0.5470085470085471,0.942786693572998,conv
119,9,0.9535714285714286,0.9411764705882353,0.14343065685696071,0.5833333333333334,0.4186046511627907,1.300037920475006,conv
120,0,0.5928571428571429,0.2597402597402597,0.6882243487570021,0.44166666666666665,0.5037037037037037,0.7121220380067825,cplan
121,1,0.575,0.1793103448275862,0.6668897337383695,0.5583333333333333,0.0,0.6879653781652451,cplan
122,2,0.6071428571428571,0.12698412698412698,0.6374845438533359,0.575,0.16393442622950818,0.6856519877910614,cplan
123,3,0.6357142857142857,0.25,0.6140154136551751,0.55,0.41304347826086957,0.6956875622272491,cplan
124,4,0.6321428571428571,0.44324324324324327,0.5965224769380357,0.5333333333333333,0.034482758620689655,0.7545284479856491,cplan
125,5,0.6928571428571428,0.5168539325842697,0.5604691108067831,0.525,0.544,0.7536541223526001,cplan
126,6,0.7178571428571429,0.5948717948717949,0.5325482785701752,0.525,0.37362637362637363,0.8207849115133286,cplan
127,7,0.7571428571428571,0.6179775280898876,0.48087740937868756,0.49166666666666664,0.46017699115044247,0.911669597029686,cplan
128,8,0.7857142857142857,0.7,0.42653437124358284,0.49166666666666664,0.5547445255474452,0.9839916080236435,cplan
129,9,0.7607142857142857,0.6378378378378379,0.4576862156391144,0.5,0.16666666666666666,0.9852093160152435,cplan
130,0,0.6464285714285715,0.47058823529411764,0.614631841580073,0.7,0.7142857142857143,0.5993511080741882,cprof
131,1,0.7321428571428571,0.6411483253588517,0.5075084269046783,0.675,0.6929133858267716,0.5565446764230728,cprof
132,2,0.775,0.6802030456852792,0.4362015856636895,0.6916666666666667,0.6942148760330579,0.5101581364870071,cprof
133,3,0.8642857142857143,0.8303571428571429,0.3202572100692325,0.75,0.6153846153846154,0.5791255459189415,cprof
134,4,0.8678571428571429,0.827906976744186,0.2994120369354884,0.7,0.5,0.6970418393611908,cprof
135,5,0.875,0.8387096774193549,0.2779431823227141,0.7583333333333333,0.7010309278350515,0.509863831102848,cprof
136,6,0.9535714285714286,0.9383886255924171,0.1412845758928193,0.7166666666666667,0.711864406779661,0.6369710341095924,cprof
137,7,0.9642857142857143,0.9541284403669725,0.10881478753354815,0.7583333333333333,0.7289719626168224,0.5653488337993622,cprof
138,8,0.9928571428571429,0.990909090909091,0.05129808187484741,0.7833333333333333,0.7291666666666666,0.6974733993411064,cprof
139,9,0.9928571428571429,0.990909090909091,0.03433987824246287,0.75,0.7272727272727273,0.8026091307401657,cprof
140,0,0.5535714285714286,0.3016759776536313,0.6586936910947164,0.6416666666666667,0.24561403508771928,0.6257484555244446,croto
141,1,0.6928571428571428,0.5567010309278351,0.5794271694289314,0.6666666666666666,0.42857142857142855,0.6344776600599289,croto
142,2,0.6821428571428572,0.5898617511520737,0.5370010104444292,0.6833333333333333,0.5581395348837209,0.5345772132277489,croto
143,3,0.8142857142857143,0.7450980392156863,0.41335294975174797,0.7416666666666667,0.6990291262135923,0.5315862968564034,croto
144,4,0.8214285714285714,0.7572815533980582,0.3857736455069648,0.7416666666666667,0.7047619047619048,0.531935378909111,croto
145,5,0.8642857142857143,0.8240740740740741,0.30838216013378567,0.7583333333333333,0.7010309278350515,0.5472142025828362,croto
146,6,0.9178571428571428,0.8930232558139535,0.20990404983361563,0.775,0.7326732673267327,0.5861660093069077,croto
147,7,0.9428571428571428,0.9279279279279279,0.15802260157134798,0.7916666666666666,0.7572815533980582,0.7281977534294128,croto
148,8,0.9535714285714286,0.9417040358744395,0.12424141582515505,0.75,0.6739130434782609,0.7775147557258606,croto
149,9,0.9714285714285714,0.9636363636363636,0.07749064442598158,0.75,0.6938775510204082,0.9686359465122223,croto
150,0,0.5678571428571428,0.3314917127071823,0.686148464679718,0.6416666666666667,0.6717557251908397,0.6232561767101288,ctang
151,1,0.6857142857142857,0.6036036036036037,0.5908488664362166,0.7416666666666667,0.7102803738317757,0.5138170272111893,ctang
152,2,0.7714285714285715,0.6952380952380952,0.47112296356095207,0.75,0.7169811320754716,0.4775591716170311,ctang
153,3,0.7785714285714286,0.7129629629629629,0.44111431307262844,0.725,0.7272727272727273,0.5005831718444824,ctang
154,4,0.8714285714285714,0.8363636363636363,0.3441401422023773,0.7916666666666666,0.7368421052631579,0.44163402915000916,ctang
155,5,0.8892857142857142,0.8558139534883721,0.27381185193856555,0.8166666666666667,0.7708333333333334,0.4178152456879616,ctang
156,6,0.9285714285714286,0.9122807017543859,0.18999240630202824,0.7833333333333333,0.7346938775510204,0.4739810675382614,ctang
157,7,0.9535714285714286,0.9411764705882353,0.11857668186227481,0.725,0.717948717948718,0.6811263971030712,ctang
158,8,0.9607142857142857,0.9519650655021834,0.1165893551790052,0.7666666666666667,0.7407407407407407,0.6638364605605602,ctang
159,9,0.9821428571428571,0.9775784753363229,0.06827287458711201,0.7166666666666667,0.7258064516129032,0.9301265925168991,ctang
160,0,0.6285714285714286,0.48,0.67414657274882,0.525,0.6225165562913907,0.716182753443718,ctota
161,1,0.6607142857142857,0.4808743169398907,0.599744458993276,0.6666666666666666,0.5348837209302325,0.5971831455826759,ctota
162,2,0.7357142857142858,0.6262626262626263,0.525196780761083,0.675,0.6722689075630253,0.609918862581253,ctota
163,3,0.7857142857142857,0.719626168224299,0.42788288990656537,0.7416666666666667,0.7350427350427351,0.6162019371986389,ctota
164,4,0.7571428571428571,0.7068965517241379,0.45530576672818923,0.625,0.6666666666666666,0.6919455528259277,ctota
165,5,0.8285714285714286,0.7669902912621359,0.34806732336680096,0.6916666666666667,0.6942148760330579,0.761282742023468,ctota
166,6,0.8857142857142857,0.8545454545454545,0.24512888822290632,0.7833333333333333,0.7450980392156863,0.6487562879920006,ctota
167,7,0.9107142857142857,0.8868778280542986,0.1795006212260988,0.75,0.7,0.7375644072890282,ctota
168,8,0.9535714285714286,0.9411764705882353,0.12311479366487926,0.725,0.6732673267326733,0.8678478598594666,ctota
169,9,0.9714285714285714,0.9642857142857143,0.07434226862258381,0.775,0.7216494845360825,0.9666719436645508,ctota
170,0,0.6571428571428571,0.5471698113207547,0.6268725626998477,0.7666666666666667,0.5882352941176471,0.46505530178546906,cup
171,1,0.7964285714285714,0.7420814479638009,0.45090486937099034,0.7583333333333333,0.6947368421052632,0.46437299996614456,cup
172,2,0.8464285714285714,0.8122270742358079,0.35951535900433856,0.775,0.7157894736842105,0.47011271864175797,cup
173,3,0.9,0.8813559322033898,0.2520064496331745,0.775,0.7096774193548387,0.5255177244544029,cup
174,4,0.9214285714285714,0.9043478260869565,0.14991385406917995,0.7916666666666666,0.7311827956989247,0.5666506662964821,cup
175,5,0.975,0.9707112970711297,0.09016674177514182,0.7916666666666666,0.7126436781609196,0.6665215045213699,cup
176,6,0.9642857142857143,0.9572649572649573,0.09068774783776866,0.825,0.7341772151898734,0.6818337664008141,cup
177,7,0.9857142857142858,0.9829059829059829,0.05814675303796927,0.8,0.7142857142857143,0.6609539315104485,cup
178,8,1.0,1.0,0.01451143953535292,0.775,0.6966292134831461,0.7828526794910431,cup
179,9,0.9964285714285714,0.9957805907172996,0.01561631984077394,0.7916666666666666,0.7126436781609196,0.8699669986963272,cup
180,0,0.5928571428571429,0.4,0.6682229571872287,0.7083333333333334,0.6464646464646465,0.5930175334215164,dem
181,1,0.6892857142857143,0.5538461538461539,0.5718819234106276,0.7666666666666667,0.7021276595744681,0.5099427625536919,dem
182,2,0.7142857142857143,0.6261682242990654,0.5269781384203169,0.7583333333333333,0.6588235294117647,0.4651788920164108,dem
183,3,0.8,0.7477477477477478,0.4356413649188148,0.7833333333333333,0.6486486486486487,0.5062707662582397,dem
184,4,0.8035714285714286,0.7555555555555555,0.41440900829103255,0.725,0.5074626865671642,0.6110566779971123,dem
185,5,0.8,0.7522123893805309,0.40408651034037274,0.8,0.6923076923076923,0.45475809276103973,dem
186,6,0.8821428571428571,0.8546255506607929,0.28465600477324593,0.7583333333333333,0.6506024096385542,0.5140185579657555,dem
187,7,0.8714285714285714,0.8363636363636363,0.289130171140035,0.7916666666666666,0.7311827956989247,0.5490168407559395,dem
188,8,0.9,0.8782608695652174,0.23875593642393747,0.7666666666666667,0.6956521739130435,0.5324270203709602,dem
189,9,0.9607142857142857,0.9519650655021834,0.14340372714731428,0.7833333333333333,0.6829268292682927,0.5756035596132278,dem
190,0,0.5321428571428571,0.3282051282051282,0.7007076011763679,0.5583333333333333,0.0,0.6851667761802673,flow
191,1,0.6,0.16417910447761194,0.6822644803259108,0.45,0.45901639344262296,0.7080047279596329,flow
192,2,0.6035714285714285,0.5236051502145923,0.6772632863786485,0.6333333333333333,0.15384615384615385,0.6723621189594269,flow
193,3,0.65,0.33783783783783783,0.6303276883231269,0.5583333333333333,0.3764705882352941,0.7308307886123657,flow
194,4,0.675,0.5560975609756098,0.6054280267821418,0.575,0.3855421686746988,0.7156024873256683,flow
195,5,0.7178571428571429,0.5989847715736041,0.5352257490158081,0.5666666666666667,0.4090909090909091,0.7750609219074249,flow
196,6,0.7785714285714286,0.7102803738317757,0.4550622800985972,0.6083333333333333,0.5052631578947369,0.9472056478261948,flow
197,7,0.7785714285714286,0.7129629629629629,0.4534974495569865,0.5916666666666667,0.4367816091954023,0.9203621298074722,flow
198,8,0.85,0.8108108108108109,0.3450431144899792,0.5916666666666667,0.4842105263157895,1.0003815740346909,flow
199,9,0.9178571428571428,0.8986784140969163,0.24447546733750236,0.6,0.5636363636363636,1.279876098036766,flow
200,0,0.5857142857142857,0.45794392523364486,0.6718562907642789,0.6666666666666666,0.3548387096774194,0.6192617416381836,fpl
201,1,0.7535714285714286,0.676056338028169,0.5290563735697005,0.675,0.4,0.647748664021492,fpl
202,2,0.7821428571428571,0.7336244541484717,0.4608872201707628,0.6416666666666667,0.39436619718309857,0.7502247542142868,fpl
203,3,0.8035714285714286,0.7577092511013216,0.38124090764257645,0.65,0.38235294117647056,0.7528624683618546,fpl
204,4,0.8464285714285714,0.8105726872246696,0.3312562124596702,0.6666666666666666,0.3939393939393939,0.8028564304113388,fpl
205,5,0.8964285714285715,0.8711111111111111,0.2663494282298618,0.65,0.4473684210526316,0.8458494246006012,fpl
206,6,0.95,0.9385964912280702,0.13963625662856632,0.65,0.5531914893617021,1.0632204115390778,fpl
207,7,0.9785714285714285,0.9741379310344828,0.0863131648964352,0.6333333333333333,0.5319148936170213,1.2909511178731918,fpl
208,8,0.9928571428571429,0.9913793103448276,0.05403962596837017,0.625,0.5544554455445545,1.4572063833475113,fpl
209,9,0.9964285714285714,0.9957081545064378,0.02862096277789937,0.6333333333333333,0.5111111111111111,1.650461032986641,fpl
210,0,0.5785714285714286,0.4380952380952381,0.6627321773105197,0.6083333333333333,0.22950819672131148,0.6024716198444366,ioc
211,1,0.6607142857142857,0.5320197044334976,0.5952629778120253,0.7,0.5,0.5709129571914673,ioc
212,2,0.7714285714285715,0.6981132075471698,0.46060168080859715,0.725,0.6292134831460674,0.514664776623249,ioc
213,3,0.8678571428571429,0.832579185520362,0.339392708407508,0.7333333333333333,0.6595744680851063,0.5191153511404991,ioc
214,4,0.8678571428571429,0.8340807174887892,0.275246842039956,0.7333333333333333,0.6666666666666666,0.575419157743454,ioc
215,5,0.9107142857142857,0.8936170212765957,0.22039052926831776,0.7083333333333334,0.5070422535211268,0.7793596982955933,ioc
216,6,0.8964285714285715,0.8711111111111111,0.22650461395581564,0.7083333333333334,0.5454545454545454,0.6661659628152847,ioc
217,7,0.9357142857142857,0.9142857142857143,0.15544607573085362,0.725,0.6915887850467289,0.6962072551250458,ioc
218,8,0.9928571428571429,0.9912280701754386,0.05722028844886356,0.7666666666666667,0.7021276595744681,0.7476246356964111,ioc
219,9,0.9821428571428571,0.9779735682819384,0.04377637348241276,0.7166666666666667,0.5405405405405406,0.8705553859472275,ioc
